,invoice_ID,Branch,City,Yangon,Naypyitaw,Mandalay,customer_type,member_1,Gender,Gender_Male1,product_line,fashion_accessories,food_bev,electronic_accessories,sports_travel,home_lifestyle,health_beauty,unit_price,Quantity,tax_5%,Total,Date,Time,Payment,Ewallet,Cash,credit_card,cogs,gross_margin_%,gross_income,Unsatisfied
255,110-48-7033,B,Mandalay,0,0,1,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,0,1,0,130.48,4.761904762,6.524,0.0
256,366-93-0948,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,66.35,1,3.3175,69.6675,1/31/2019,10:46,credit_card,0,0,1,66.35,4.761904762,3.3175,0.0
257,729-09-9681,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,1,0,0,155.46,4.761904762,7.773,0.0
258,151-16-1484,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,1,0,0,129.0,4.761904762,6.45,1.0
259,380-94-4661,C,Naypyitaw,0,1,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,65.94,4,13.188,276.948,2/7/2019,13:05,credit_card,0,0,1,263.76,4.761904762,13.188,1.0
260,850-41-9669,A,Yangon,1,0,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,1,0,0,675.54,4.761904762,33.777,1.0
261,821-07-3596,C,Naypyitaw,0,1,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,1,0,0,65.8,4.761904762,3.29,1.0
262,655-85-5130,B,Mandalay,0,0,1,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,0,1,0,153.2,4.761904762,7.66,1.0
263,447-15-7839,A,Yangon,1,0,0,Member,1,Female,0,sports_travel,0,0,0,1,0,0,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,0,1,0,222.4,4.761904762,11.12,1.0
264,154-74-7179,B,Mandalay,0,0,1,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,1,0,0,54.45,4.761904762,2.7225,0.0
265,253-12-6086,A,Yangon,1,0,0,Member,1,Female,0,sports_travel,0,0,0,1,0,0,98.4,7,34.44,723.24,3/12/2019,12:43,credit_card,0,0,1,688.8,4.761904762,34.44,0.0
266,808-65-0703,C,Naypyitaw,0,1,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,35.47,4,7.094,148.974,3/14/2019,17:22,credit_card,0,0,1,141.88,4.761904762,7.094,1.0
267,571-94-0759,B,Mandalay,0,0,1,Member,1,Female,0,food_bev,0,1,0,0,0,0,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,0,1,0,746.0,4.761904762,37.3,0.0
268,144-51-6085,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,70.74,4,14.148,297.108,1/5/2019,16:05,credit_card,0,0,1,282.96,4.761904762,14.148,1.0
269,731-14-2199,A,Yangon,1,0,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,1,0,0,355.4,4.761904762,17.77,0.0
270,783-09-1637,B,Mandalay,0,0,1,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,1,0,0,337.15,4.761904762,16.8575,1.0
271,687-15-1097,C,Naypyitaw,0,1,0,Member,1,Female,0,health_beauty,0,0,0,0,0,1,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,0,1,0,42.24,4.761904762,2.112,0.0
272,126-54-1082,A,Yangon,1,0,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,21.54,9,9.693,203.553,1/7/2019,11:44,credit_card,0,0,1,193.86,4.761904762,9.693,0.0
273,633-91-1052,A,Yangon,1,0,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,0,1,0,24.06,4.761904762,1.203,1.0
274,477-24-6490,B,Mandalay,0,0,1,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,1,0,0,598.26,4.761904762,29.913,0.0
275,566-19-5475,B,Mandalay,0,0,1,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,0,1,0,335.79,4.761904762,16.7895,1.0
276,526-86-8552,C,Naypyitaw,0,1,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,0,1,0,218.2,4.761904762,10.91,0.0
277,376-56-3573,C,Naypyitaw,0,1,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,1,0,0,381.68,4.761904762,19.084,1.0
278,537-72-0426,C,Naypyitaw,0,1,0,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,0,1,0,709.9,4.761904762,35.495,1.0
279,828-61-5674,A,Yangon,1,0,0,Member,1,Male,1,sports_travel,0,0,0,1,0,0,44.02,10,22.01,462.21,3/20/2019,19:57,credit_card,0,0,1,440.2,4.761904762,22.01,0.0
280,136-08-6195,A,Yangon,1,0,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,69.96,8,27.984,587.664,2/15/2019,17:01,credit_card,0,0,1,559.68,4.761904762,27.984,1.0
281,523-38-0215,C,Naypyitaw,0,1,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,37.0,1,1.85,38.85,3/6/2019,13:29,credit_card,0,0,1,37.0,4.761904762,1.85,0.0
282,490-29-1201,A,Yangon,1,0,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,0,1,0,15.34,4.761904762,0.767,1.0
283,667-92-0055,A,Yangon,1,0,0,Member,1,Male,1,health_beauty,0,0,0,0,0,1,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,1,0,0,598.98,4.761904762,29.949,0.0
284,565-17-3836,A,Yangon,1,0,0,Member,1,Female,0,health_beauty,0,0,0,0,0,1,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,0,1,0,190.68,4.761904762,9.534,0.0
285,498-41-1961,B,Mandalay,0,0,1,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,0,1,0,333.4,4.761904762,16.67,0.0
286,593-95-4461,C,Naypyitaw,0,1,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,0,1,0,74.86,4.761904762,3.743,1.0
287,226-71-3580,C,Naypyitaw,0,1,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,0,1,0,213.75,4.761904762,10.6875,0.0
288,283-79-9594,B,Mandalay,0,0,1,Normal,0,Female,0,food_bev,0,1,0,0,0,0,48.51,7,16.9785,356.5485,1/25/2019,13:30,credit_card,0,0,1,339.57,4.761904762,16.9785,1.0
289,430-60-3493,A,Yangon,1,0,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,94.88,7,33.208,697.368,2/3/2019,14:38,Cash,0,1,0,664.16,4.761904762,33.208,1.0
290,139-20-0155,B,Mandalay,0,0,1,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,40.3,10,20.15,423.15,1/24/2019,17:37,credit_card,0,0,1,403.0,4.761904762,20.15,0.0
291,558-80-4082,C,Naypyitaw,0,1,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,1,0,0,194.95,4.761904762,9.7475,1.0
292,278-97-7759,A,Yangon,1,0,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,0,1,0,62.48,4.761904762,3.124,1.0
293,316-68-6352,A,Yangon,1,0,0,Member,1,Female,0,food_bev,0,1,0,0,0,0,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,0,1,0,72.72,4.761904762,3.636,0.0
294,585-03-5943,B,Mandalay,0,0,1,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,1,0,0,181.1,4.761904762,9.055,1.0
295,211-05-0490,C,Naypyitaw,0,1,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,0,1,0,259.6,4.761904762,12.98,0.0
296,727-75-6477,C,Naypyitaw,0,1,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,0,1,0,115.36,4.761904762,5.768,1.0
297,744-02-5987,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,1,0,0,470.28,4.761904762,23.514,1.0
298,307-83-9164,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,0,1,0,240.04,4.761904762,12.002,1.0
299,779-06-0012,C,Naypyitaw,0,1,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,0,1,0,88.61,4.761904762,4.4305,0.0
300,446-47-6729,C,Naypyitaw,0,1,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,99.82,2,9.982,209.622,1/2/2019,18:09,credit_card,0,0,1,199.64,4.761904762,9.982,1.0
301,573-10-3877,B,Mandalay,0,0,1,Member,1,Male,1,health_beauty,0,0,0,0,0,1,39.01,1,1.9505,40.9605,3/12/2019,16:46,credit_card,0,0,1,39.01,4.761904762,1.9505,1.0
302,735-06-4124,C,Naypyitaw,0,1,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,0,1,0,48.61,4.761904762,2.4305,1.0
303,439-54-7422,A,Yangon,1,0,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,51.19,4,10.238,214.998,3/18/2019,17:15,credit_card,0,0,1,204.76,4.761904762,10.238,1.0
304,396-90-2219,B,Mandalay,0,0,1,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,0,1,0,119.68,4.761904762,5.984,0.0
305,411-77-0180,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,1,0,0,505.4,4.761904762,25.27,1.0
306,286-01-5402,A,Yangon,1,0,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,0,1,0,281.61,4.761904762,14.0805,0.0
307,803-17-8013,A,Yangon,1,0,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,0,1,0,710.32,4.761904762,35.516,1.0
308,512-98-1403,A,Yangon,1,0,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,1,0,0,79.44,4.761904762,3.972,1.0
309,848-42-2560,A,Yangon,1,0,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,0,1,0,163.82,4.761904762,8.191,0.0
310,532-59-7201,B,Mandalay,0,0,1,Member,1,Male,1,sports_travel,0,0,0,1,0,0,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,0,1,0,479.58,4.761904762,23.979,1.0
311,181-94-6432,C,Naypyitaw,0,1,0,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,1,0,0,138.66,4.761904762,6.933,0.0
312,870-76-1733,A,Yangon,1,0,0,Member,1,Female,0,food_bev,0,1,0,0,0,0,14.23,5,3.5575,74.7075,2/1/2019,10:08,credit_card,0,0,1,71.15,4.761904762,3.5575,1.0
313,423-64-4619,A,Yangon,1,0,0,Member,1,Female,0,health_beauty,0,0,0,0,0,1,15.55,9,6.9975,146.9475,3/7/2019,13:12,Cash,0,1,0,139.95,4.761904762,6.9975,1.0
314,227-07-4446,C,Naypyitaw,0,1,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,0,1,0,781.3,4.761904762,39.065,1.0
315,174-36-3675,C,Naypyitaw,0,1,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,0,1,0,198.74,4.761904762,9.937,1.0
316,428-83-5800,C,Naypyitaw,0,1,0,Member,1,Female,0,food_bev,0,1,0,0,0,0,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,0,1,0,63.24,4.761904762,3.162,0.0
317,603-07-0961,C,Naypyitaw,0,1,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,74.79,5,18.6975,392.6475,1/10/2019,11:34,Cash,0,1,0,373.95,4.761904762,18.6975,1.0
318,704-20-4138,C,Naypyitaw,0,1,0,Member,1,Female,0,health_beauty,0,0,0,0,0,1,29.67,7,10.3845,218.0745,3/11/2019,18:58,credit_card,0,0,1,207.69,4.761904762,10.3845,0.0
319,787-15-1757,C,Naypyitaw,0,1,0,Member,1,Male,1,health_beauty,0,0,0,0,0,1,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,1,0,0,176.28,4.761904762,8.814,0.0
320,649-11-3678,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,0,1,0,206.37,4.761904762,10.3185,1.0
321,622-20-1945,C,Naypyitaw,0,1,0,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,0,1,0,39.42,4.761904762,1.971,0.0
322,372-94-8041,A,Yangon,1,0,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,1,0,0,91.56,4.761904762,4.578,0.0
323,563-91-7120,A,Yangon,1,0,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,61.77,5,15.4425,324.2925,3/8/2019,13:21,Cash,0,1,0,308.85,4.761904762,15.4425,1.0
324,746-54-5508,A,Yangon,1,0,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,21.52,6,6.456,135.576,1/17/2019,12:48,credit_card,0,0,1,129.12,4.761904762,6.456,0.0
325,276-54-0879,B,Mandalay,0,0,1,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,1,0,0,390.96,4.761904762,19.548,1.0
326,815-11-1168,A,Yangon,1,0,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,0,1,0,498.9,4.761904762,24.945,1.0
327,719-76-3868,C,Naypyitaw,0,1,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,0,1,0,377.04,4.761904762,18.852,0.0
328,730-61-8757,B,Mandalay,0,0,1,Member,1,Male,1,health_beauty,0,0,0,0,0,1,51.13,4,10.226,214.746,1/25/2019,10:11,credit_card,0,0,1,204.52,4.761904762,10.226,1.0
329,340-66-0321,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,0,1,0,145.44,4.761904762,7.272,0.0
330,868-81-1752,B,Mandalay,0,0,1,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,22.02,9,9.909,208.089,2/7/2019,18:48,Cash,0,1,0,198.18,4.761904762,9.909,1.0
331,634-97-8956,A,Yangon,1,0,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,32.9,3,4.935,103.635,2/17/2019,17:27,credit_card,0,0,1,98.7,4.761904762,4.935,0.0
332,566-71-1091,A,Yangon,1,0,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,77.02,5,19.255,404.355,2/3/2019,15:59,Cash,0,1,0,385.1,4.761904762,19.255,1.0
333,442-48-3607,A,Yangon,1,0,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,23.48,2,2.348,49.308,3/14/2019,11:21,credit_card,0,0,1,46.96,4.761904762,2.348,0.0
334,835-16-0096,C,Naypyitaw,0,1,0,Member,1,Male,1,sports_travel,0,0,0,1,0,0,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,1,0,0,73.5,4.761904762,3.675,0.0
335,527-09-6272,A,Yangon,1,0,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,28.45,5,7.1125,149.3625,3/21/2019,10:17,credit_card,0,0,1,142.25,4.761904762,7.1125,0.0
336,898-04-2717,A,Yangon,1,0,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,1,0,0,687.6,4.761904762,34.38,0.0
337,692-27-8933,B,Mandalay,0,0,1,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,0,1,0,347.7,4.761904762,17.385,1.0
338,633-09-3463,C,Naypyitaw,0,1,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,47.65,3,7.1475,150.0975,3/28/2019,12:58,credit_card,0,0,1,142.95,4.761904762,7.1475,0.0
339,374-17-3652,B,Mandalay,0,0,1,Member,1,Female,0,food_bev,0,1,0,0,0,0,42.82,9,19.269,404.649,2/5/2019,15:26,credit_card,0,0,1,385.38,4.761904762,19.269,0.0
340,378-07-7001,B,Mandalay,0,0,1,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,48.09,3,7.2135,151.4835,2/10/2019,18:23,credit_card,0,0,1,144.27,4.761904762,7.2135,0.0
341,433-75-6987,B,Mandalay,0,0,1,Member,1,Female,0,health_beauty,0,0,0,0,0,1,55.97,7,19.5895,411.3795,3/5/2019,19:06,Ewallet,1,0,0,391.79,4.761904762,19.5895,0.0
342,873-95-4984,B,Mandalay,0,0,1,Member,1,Female,0,health_beauty,0,0,0,0,0,1,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,0,1,0,538.3,4.761904762,26.915,0.0
343,416-13-5917,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,1,0,0,485.15,4.761904762,24.2575,0.0
344,150-89-8043,A,Yangon,1,0,0,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,0,1,0,133.95,4.761904762,6.6975,1.0
345,135-84-8019,A,Yangon,1,0,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,1,0,0,701.37,4.761904762,35.0685,0.0
346,441-94-7118,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,71.95,1,3.5975,75.5475,2/4/2019,12:14,Cash,0,1,0,71.95,4.761904762,3.5975,0.0
347,725-96-3778,C,Naypyitaw,0,1,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,0,1,0,714.0,4.761904762,35.7,1.0
348,531-80-1784,A,Yangon,1,0,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,0,1,0,182.14,4.761904762,9.107,1.0
349,400-45-1220,B,Mandalay,0,0,1,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,13.5,10,6.75,141.75,2/27/2019,11:06,credit_card,0,0,1,135.0,4.761904762,6.75,1.0
350,860-79-0874,C,Naypyitaw,0,1,0,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,99.3,10,49.65,1042.65,2/15/2019,14:53,credit_card,0,0,1,993.0,4.761904762,49.65,1.0
351,834-61-8124,A,Yangon,1,0,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,0,1,0,361.83,4.761904762,18.0915,1.0
352,115-99-4379,B,Mandalay,0,0,1,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,54.73,7,19.1555,402.2655,3/14/2019,19:02,credit_card,0,0,1,383.11,4.761904762,19.1555,0.0
353,565-67-6697,B,Mandalay,0,0,1,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,27.0,9,12.15,255.15,3/2/2019,14:16,Cash,0,1,0,243.0,4.761904762,12.15,1.0
354,320-49-6392,C,Naypyitaw,0,1,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,30.24,1,1.512,31.752,3/4/2019,15:44,Cash,0,1,0,30.24,4.761904762,1.512,0.0
355,889-04-9723,B,Mandalay,0,0,1,Member,1,Female,0,food_bev,0,1,0,0,0,0,89.14,4,17.828,374.388,1/7/2019,12:20,credit_card,0,0,1,356.56,4.761904762,17.828,0.0
356,632-90-0281,C,Naypyitaw,0,1,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,37.55,10,18.775,394.275,3/8/2019,20:01,credit_card,0,0,1,375.5,4.761904762,18.775,0.0
357,554-42-2417,C,Naypyitaw,0,1,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,0,1,0,954.4,4.761904762,47.72,1.0
358,453-63-6187,B,Mandalay,0,0,1,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,27.5,3,4.125,86.625,3/1/2019,15:40,Ewallet,1,0,0,82.5,4.761904762,4.125,1.0
359,578-80-7669,B,Mandalay,0,0,1,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,0,1,0,74.97,4.761904762,3.7485,1.0
360,612-36-5536,A,Yangon,1,0,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,80.96,8,32.384,680.064,2/17/2019,11:12,credit_card,0,0,1,647.68,4.761904762,32.384,0.0
361,605-72-4132,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,0,1,0,755.76,4.761904762,37.788,0.0
362,471-41-2823,C,Naypyitaw,0,1,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,99.79,2,9.979,209.559,3/7/2019,20:37,Ewallet,1,0,0,199.58,4.761904762,9.979,0.0
363,462-67-9126,A,Yangon,1,0,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,0,1,0,439.32,4.761904762,21.966,0.0
364,272-27-9238,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,0,1,0,164.96,4.761904762,8.248,0.0
365,834-25-9262,C,Naypyitaw,0,1,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,81.68,4,16.336,343.056,1/6/2019,12:12,Cash,0,1,0,326.72,4.761904762,16.336,0.0
366,122-61-9553,C,Naypyitaw,0,1,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,0,1,0,461.88,4.761904762,23.094,1.0
367,468-88-0009,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,0,1,0,263.76,4.761904762,13.188,1.0
368,613-59-9758,C,Naypyitaw,0,1,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,0,1,0,143.6,4.761904762,7.18,1.0
369,254-31-0042,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,21.5,9,9.675,203.175,3/6/2019,12:46,credit_card,0,0,1,193.5,4.761904762,9.675,0.0
370,201-86-2184,B,Mandalay,0,0,1,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,26.26,7,9.191,193.011,2/2/2019,19:40,Cash,0,1,0,183.82,4.761904762,9.191,0.0
371,261-12-8671,B,Mandalay,0,0,1,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,60.96,2,6.096,128.016,1/25/2019,19:39,credit_card,0,0,1,121.92,4.761904762,6.096,1.0
372,730-70-9830,C,Naypyitaw,0,1,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,1,0,0,420.66,4.761904762,21.033,1.0
373,382-25-8917,C,Naypyitaw,0,1,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,0,1,0,252.48,4.761904762,12.624,0.0
374,422-29-8786,A,Yangon,1,0,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,67.09,5,16.7725,352.2225,1/3/2019,16:47,credit_card,0,0,1,335.45,4.761904762,16.7725,0.0
375,667-23-5919,A,Yangon,1,0,0,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,1,0,0,483.5,4.761904762,24.175,0.0
376,843-01-4703,B,Mandalay,0,0,1,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,35.38,9,15.921,334.341,1/5/2019,19:50,credit_card,0,0,1,318.42,4.761904762,15.921,0.0
377,743-88-1662,C,Naypyitaw,0,1,0,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,1,0,0,668.43,4.761904762,33.4215,0.0
378,595-86-2894,C,Naypyitaw,0,1,0,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,96.98,4,19.396,407.316,2/6/2019,17:20,Ewallet,1,0,0,387.92,4.761904762,19.396,0.0
379,182-69-8360,B,Mandalay,0,0,1,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,23.65,4,4.73,99.33,1/30/2019,13:32,credit_card,0,0,1,94.6,4.761904762,4.73,1.0
380,289-15-7034,A,Yangon,1,0,0,Member,1,Male,1,sports_travel,0,0,0,1,0,0,82.33,4,16.466,345.786,1/11/2019,10:37,credit_card,0,0,1,329.32,4.761904762,16.466,0.0
381,462-78-5240,C,Naypyitaw,0,1,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,0,1,0,53.22,4.761904762,2.661,1.0
382,868-52-7573,B,Mandalay,0,0,1,Normal,0,Female,0,food_bev,0,1,0,0,0,0,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,0,1,0,498.45,4.761904762,24.9225,0.0
